rk	ufi	uni	full_name	nt	lat_dd	long_dd	efctv_dt	term_dt_f	term_dt_n	desig_cd	fc	cc_ft	adm1	ft_link	name_rank	lang_cd	transl_cd	script_cd	name_link	cc_nm	generic	full_nm_nd	sort_gen	sort_name	lat_dms	long_dms	mgrs	mod_dt_ft	mod_dt_nm	dialect_cd	display	gis_notes
5	6226165	6249471	Nanauta	N	29.703686	77.440824				RSTN	S	IND	IN-UP		1							Nanauta		NANAUTA	29:42:13	77:26:27	43RGN3614588445	2015-03-05T00:00:00.000Z	2015-03-05T00:00:00.000Z		1,2	
5	6226165	15835590	Nanauta Railroad Station	N	29.703686	77.440824				RSTN	S	IND	IN-UP		2							Nanauta Railroad Station	RAILROADSTATION	NANAUTARAILROADSTATION	29:42:13	77:26:27	43RGN3614588445	2015-03-05T00:00:00.000Z	2015-03-05T00:00:00.000Z		1,2	
5	6226360	6249674	Pili ki Khān	N	25.210102	75.700816				RHSE	S	IND	IN-RJ		1						Khān	Pili ki Khan	KHAN	PILIKIKHAN	25:12:36	75:42:03	43REH7060088396	2012-08-10T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6226381	6249695	Garādi Mahādev	N	25.118104	75.728348				GRVE	S	IND	IN-RJ		1							Garadi Mahadev		GARADIMAHADEV	25:07:05	75:43:42	43REH7342878223	2012-08-10T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6226392	6249706	Tapuraki Khān	N	25.026808	75.631132				RHSE	S	IND	IN-RJ		1						Khān	Tapuraki Khan	KHAN	TAPURAKIKHAN	25:01:37	75:37:52	43REH6367468065	2012-08-10T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6226592	6249920	Phūlsāgar Palace	N	25.467822	75.605477				PAL	S	IND	IN-RJ		1							Phulsagar Palace		PHULSAGARPALACE	25:28:04	75:36:20	43REJ6086616889	2012-08-10T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6226821	6250161	Kāli Dūngri	N	25.622248	75.686684				TRIG	S	IND	IN-RJ		1							Kali Dungri		KALIDUNGRI	25:37:20	75:41:12	43REJ6894134030	2012-09-24T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6231734	6255243	Kohand Railroad Station	N	29.494612	76.968663				RSTN	S	IND	IN-HR		1							Kohand Railroad Station		KOHANDRAILROADSTATION	29:29:41	76:58:07	43RFN9084764401	2012-08-08T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6231765	13870285	Samādhi	N	29.309086	76.893522				TMPL	S	IND	IN-HR		1							Samadhi		SAMADHI	29:18:33	76:53:37	43RFN8389543718	2012-08-08T00:00:00.000Z	2012-08-08T00:00:00.000Z		1,2	
5	6231765	6255274	Samādhia	V	29.309086	76.893522				TMPL	S	IND	IN-HR									Samadhia		SAMADHIA	29:18:33	76:53:37	43RFN8389543718	2012-08-08T00:00:00.000Z	2012-08-08T00:00:00.000Z		1,2	
5	6231771	6255280	Diwāna Railroad Station	N	29.317285	76.98127				RSTN	S	IND	IN-HR		1							Diwana Railroad Station		DIWANARAILROADSTATION	29:19:02	76:58:53	43RFN9240344768	2015-08-06T00:00:00.000Z	2015-12-23T00:00:00.000Z		1,2,3	
5	6231773	6255282	Samādhi	N	29.312495	76.975887				TMPL	S	IND	IN-HR		1							Samadhi		SAMADHI	29:18:45	76:58:33	43RFN9189044228	2012-08-08T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6231981	6255491	Shiv Kund	N	28.055278	76.028889				TMPL	S	IND	IN-HR		1							Shiv Kund		SHIVKUND	28:03:19	76:01:44	43RFM0111403753	2003-02-06T00:00:00.000Z	1993-09-01T00:00:00.000Z		1	
5	6232000	6255511	Amarpur Jorāsi Railroad Station	N	28.010556	76.057778				RSTN	S	IND	IN-HR		1							Amarpur Jorasi Railroad Station		AMARPURJORASIRAILROADSTATION	28:00:38	76:03:28	43RFL0399798823	2003-02-06T00:00:00.000Z	1993-09-01T00:00:00.000Z		1	
